id,name,category_code,Operating,Acquired,IPO,Closed,Closed_date,country_code,region,first_funding_date,last_funding_date,funding_rounds,funding_total_usd,emp_engineering_degrees,emp_cs_degrees,emp_business_degrees,emp_matphy_degrees,emp_law_degrees,emp_social_degrees,emp_top_uni_degrees,emp_top_business_degrees,f_engineering_degrees,f_cs_degrees,f_business_degrees,f_matphy_degrees,f_law_degrees,f_social_degrees,f_top_uni_degrees,f_top_business_degrees,emp_big_5_people,emp_mbb_people,emp_industry_people,emp_successful_startup_people,emp_failed_startup_people,emp_succesful_founders,emp_failed_founders,f_big_5_people,f_mbb_people,f_industry_people,f_successful_startup_people,f_failed_startup_people,f_succesful_founders,f_failed_founders,founded_date
5332,Streaming Tank,games_video,1,0,0,0,,GBR,London,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
5333,Metalogix,software,1,0,0,0,,USA,Washington DC,,,0,0,0,1,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2001
5334,TerraLUX,manufacturing,1,0,0,0,,USA,Denver,2010,2013,3,25950002,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2003
5335,PetaPixel,public_relations,1,0,0,0,,USA,SF Bay,,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
5336,Lifeyo,web,1,0,0,0,,USA,Los Angeles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
5337,Cleversafe,enterprise,1,0,0,0,,USA,Chicago,2007,2013,3,91400000,6,5,7,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,2004
5338,Proximetry,software,1,0,0,0,,USA,San Diego,2007,2011,2,6806343,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2005
5339,Sportpost.com,web,1,0,0,0,,GBR,United Kingdom - Other,2009,2009,1,653426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010
5340,Everbread,search,1,0,0,0,,GBR,London,,,0,0,0,1,0,2,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2009
5341,Enole,NULL,1,0,0,0,,USA,SF Bay,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2009
5342,Touchcloud,network_hosting,1,0,0,0,,USA,Romoland,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
5343,DITTO.com,ecommerce,1,0,0,0,,USA,SF Bay,2011,2011,1,3000000,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2011
5344,Sportistic,sports,1,0,0,0,,USA,SF Bay,2010,2010,2,466969,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2009
5345,Betterment,finance,1,0,0,0,,USA,New York,2010,2012,2,13000000,2,0,3,0,0,0,4,1,0,0,2,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2008
5346,Calera,cleantech,1,0,0,0,,USA,SF Bay,2010,2011,3,45500000,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,2007
5347,NerdWallet,web,1,0,0,0,,USA,SF Bay,,,0,0,3,1,5,2,0,0,10,4,0,1,1,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2009
5348,ModCloth,ecommerce,1,0,0,0,,USA,Pittsburg,2008,2012,6,63739701,5,1,3,2,0,0,5,2,0,0,2,0,0,0,1,1,0,0,3,7,1,1,0,0,0,0,0,0,0,0,2002
5349,Demandforce,software,0,1,0,0,,USA,SF Bay,2010,2011,3,10119801,3,3,3,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2003
5350,Envestnet,NULL,1,0,0,0,,USA,Chicago,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
5351,Reactive Search,software,1,0,0,0,,ITA,Trento,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
5352,Zazu,mobile,1,0,0,0,,USA,Boston,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2009
5353,Strava,hardware,1,0,0,0,,USA,SF Bay,2011,2011,2,16100000,0,1,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2009
5354,Mobspot,mobile,1,0,0,0,,USA,Portland,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
5355,Boingo Wireless,mobile,1,0,0,0,,USA,Los Angeles,2006,2006,1,65000000,5,9,7,1,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,1,0,2001
5356,LeisureLink,real_estate,1,0,0,0,,USA,Los Angeles,2007,2010,2,17100000,0,0,5,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2006
5357,CREDANT Technologies,security,0,1,0,0,,USA,Dallas,2007,2007,1,5000000,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2001
5358,Fli Digital,other,1,0,0,0,,USA,Hauppage,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
5359,nScaled,enterprise,1,0,0,0,,USA,SF Bay,2012,2013,2,8500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2009
5360,Aerohive Networks,mobile,1,0,0,0,,USA,SF Bay,2006,2013,5,84952382,3,2,3,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,2,7,2,0,0,0,0,0,0,0,0,0,2006
5361,Yamisee,web,0,0,0,1,2013,USA,Westport,2010,2010,2,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
5362,SocialVest,ecommerce,1,0,0,0,,USA,Atlanta,2010,2013,4,1850000,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
5363,ItsOn,mobile,1,0,0,0,,USA,SF Bay,2009,2012,7,27944372,3,1,1,0,0,0,2,3,3,0,0,0,0,0,2,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,2008
5364,500Friends,enterprise,1,0,0,0,,USA,SF Bay,2009,2013,4,12900000,2,2,8,0,0,1,6,4,2,2,0,0,0,0,1,0,0,0,2,4,0,1,0,1,0,1,1,0,0,0,2010
5365,FourthWall Media,advertising,1,0,0,0,,USA,Dallas,2006,2012,2,25071584,3,0,4,1,0,0,4,3,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1999
5366,Netli,network_hosting,0,1,0,0,,USA,SF Bay,2006,2006,1,18000000,3,2,4,1,0,1,4,1,0,0,0,0,0,0,2,0,0,0,2,5,1,0,0,0,0,0,1,0,0,0,2000
5367,Joolze,cleantech,1,0,0,0,,USA,Detroit,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
5368,WorldStores,ecommerce,1,0,0,0,,GBR,Twickenham,2009,2013,3,31627798,0,0,3,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2003
5369,Gigamon,network_hosting,0,0,1,0,,USA,SF Bay,2010,2010,1,22800000,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2004
5370,Artsy,design,1,0,0,0,,USA,New York,2010,2011,4,7460000,0,2,0,2,0,0,5,0,0,1,1,0,0,0,2,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,2009
5371,Quixey,search,1,0,0,0,,USA,SF Bay,2011,2013,5,74900000,6,7,3,0,2,0,6,2,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2009
5372,GotoAID,web,1,0,0,0,,USA,Raleigh-Durham,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2009
5373,GoLive! Mobile,mobile,1,0,0,0,,USA,SF Bay,2006,2006,2,40000,1,0,2,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2006
5374,Risk I/O,security,1,0,0,0,,USA,Chicago,2011,2012,2,6250000,1,2,1,1,0,0,2,1,0,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2010
5375,Tripping,travel,1,0,0,0,,USA,SF Bay,2011,2011,1,1000000,0,1,1,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,2010
5376,Passado,NULL,1,0,0,0,,GBR,London,2006,2006,1,13200000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
5377,The Multiverse Network,software,1,0,0,0,,USA,SF Bay,2007,2009,4,11600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
5378,Nixle,messaging,1,0,0,0,,USA,Westfield,2010,2010,1,10000000,0,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2007
5379,Footbalistic,sports,0,0,0,1,2012,USA,SF Bay,2010,2010,1,500000,0,0,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2009
5380,Presto Services,NULL,1,0,0,0,,USA,SF Bay,2006,2006,1,10000000,1,0,3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2004
5381,Wikipedia,education,1,0,0,0,,USA,SF Bay,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2001
5382,Pike Productions,mobile,1,0,0,0,,USA,Seattle,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2012
5383,Reactivity,software,0,1,0,0,,USA,SF Bay,2006,2006,1,8550000,1,5,1,0,0,0,7,2,1,4,0,0,0,0,3,0,3,0,5,6,0,0,0,2,0,1,2,0,0,0,1998
5384,Keynoir,ecommerce,0,1,0,0,,GBR,London,2010,2010,1,1740000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
5385,Basis Technology,software,1,0,0,0,,USA,Boston,,,0,0,0,5,3,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1995
5386,Mailspect,software,1,0,0,0,,USA,New York,,,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2003
5387,ReadyForce,web,1,0,0,0,,USA,SF Bay,2010,2010,1,12200000,5,4,3,0,0,0,13,7,0,0,2,0,0,0,0,1,0,0,5,8,0,1,0,0,0,0,1,0,0,0,2010
5388,River Logic,software,1,0,0,0,,USA,Dallas,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2000
5389,uSwitch Communications Ltd,ecommerce,0,1,0,0,,GBR,London,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
5390,Vimo,web,1,0,0,0,,USA,SF Bay,,,0,0,2,1,3,0,0,0,3,0,3,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2005
5391,Shopster eCommerce,ecommerce,1,0,0,0,,USA,United States,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
5392,Tagwhat,mobile,1,0,0,0,,USA,Denver,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
5393,Market6,software,1,0,0,0,,USA,Chicago,2006,2006,1,5500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002
5394,Crunch Accounting,web,1,0,0,0,,GBR,Hove,2009,2010,3,1219418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
5395,Shaser,biotech,1,0,0,0,,USA,Boston,2010,2010,1,2999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
5396,Brooks Bell Interactive,advertising,1,0,0,0,,USA,Raleigh-Durham,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2003
5397,InfoGin,mobile,1,0,0,0,,ISR,Israel - Other,2006,2006,1,5000000,1,1,3,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,2000
5398,eWorld Companies,advertising,1,0,0,0,,USA,Los Angeles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
5399,Sakti3,hardware,1,0,0,0,,USA,Detroit,2009,2010,3,13200000,2,0,2,0,0,0,5,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2007
5400,jasmere.com,ecommerce,1,0,0,0,,USA,Washington DC,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
5401,Aldis,software,1,0,0,0,,USA,Oak Ridge,2007,2010,2,9780000,2,0,2,0,0,0,6,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2006
5402,SalesPortal,enterprise,1,0,0,0,,USA,SF Bay,2010,2011,2,4935000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2009
5403,Wellknown.as,mobile,1,0,0,0,,USA,SF Bay,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
5404,HealthLeap,other,0,1,0,0,,USA,Lyndhurst,,,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009
5405,Ark,search,1,0,0,0,,USA,SF Bay,2007,2012,3,5250000,1,0,1,0,0,0,2,1,0,2,1,0,0,0,5,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,2011
5406,OpenSky,ecommerce,1,0,0,0,,USA,New York,2009,2011,5,49350000,0,0,7,1,0,1,2,3,0,0,0,0,0,0,0,0,1,0,2,6,1,0,0,0,0,0,2,0,0,0,2009
5407,Applied Predictive Technologies,software,1,0,0,0,,USA,Washington DC,2006,2006,1,54000000,5,0,15,6,0,0,12,5,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1999
5408,Azaire Networks,software,0,0,0,1,2011,USA,SF Bay,2006,2006,1,21000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
5409,Allocade,biotech,1,0,0,0,,USA,SF Bay,2010,2011,2,8159045,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
5410,Abe's Market,ecommerce,1,0,0,0,,USA,Minneapolis,2010,2013,4,9080000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,2009
5411,Messagemind,enterprise,1,0,0,0,,USA,New York,2012,2012,1,3427500,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
5412,appbackr,mobile,1,0,0,0,,USA,SF Bay,2010,2010,2,650000,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2010
5413,Druva,enterprise,1,0,0,0,,USA,SF Bay,2010,2013,3,42000000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2008
5414,ShopItToMe,web,1,0,0,0,,USA,SF Bay,2007,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2008
5415,Tout,social,1,0,0,0,,USA,SF Bay,2010,2012,4,24109500,2,5,1,4,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,8,1,2,0,0,0,0,1,0,1,0,2011
5416,musiXmatch,music,1,0,0,0,,ITA,Bologna,2010,2013,4,8100000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010
5417,ExTractApps,software,0,0,0,1,2012,USA,SF Bay,2010,2010,1,167500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
5418,spire.io,software,1,0,0,0,,USA,Los Angeles,,,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2012
5419,Payoff.com,finance,1,0,0,0,,USA,Los Angeles,2010,2013,3,12800000,1,1,4,0,0,1,2,1,0,0,1,0,0,0,1,2,0,1,1,1,1,1,0,0,0,0,1,0,0,0,2009
5420,XenSource,software,1,0,0,0,,USA,SF Bay,2005,2006,3,38000000,0,0,1,0,0,0,1,1,0,4,0,1,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,2004
5421,Code Green Networks,enterprise,1,0,0,0,,USA,SF Bay,2005,2010,3,34000418,3,2,4,1,0,0,0,1,2,2,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2004
5422,Best Online Universities,education,1,0,0,0,,USA,Chicago,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2010
5423,VideoGenie,advertising,1,0,0,0,,USA,SF Bay,2010,2011,3,2350000,0,3,2,1,0,1,2,2,2,1,1,0,0,0,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,2010
5424,2GO Mobile Solutions,software,1,0,0,0,,USA,Dallas,2010,2010,1,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
5425,LiquidCool Solutions,manufacturing,1,0,0,0,,USA,Rochester,2010,2013,3,5182400,3,0,4,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2006
5426,Karmasphere,analytics,1,0,0,0,,USA,SF Bay,2010,2012,3,14499999,4,2,4,3,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2010
5427,Xvand Technology,network_hosting,1,0,0,0,,USA,Houston,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
5428,CyberU,software,1,0,0,0,,USA,Los Angeles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2009
5429,Cranite Systems,software,1,0,0,0,,USA,SF Bay,2006,2006,1,11500000,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2000
5430,Invested.in,web,1,0,0,0,,USA,Los Angeles,2011,2012,2,875000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2010
5431,PhotoRocket,photo_video,1,0,0,0,,USA,Seattle,2010,2010,2,1725834,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
5432,BLiNQ Media,advertising,0,1,0,0,,USA,New York,2010,2012,5,6600000,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2008
5433,ServiceMax,enterprise,1,0,0,0,,USA,SF Bay,2008,2012,4,51000000,2,0,7,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2007
5434,Pivotal Systems,semiconductor,1,0,0,0,,USA,SF Bay,2006,2012,5,26349999,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2003
5435,Firebase,enterprise,1,0,0,0,,USA,SF Bay,2012,2013,2,7000000,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2011
5436,uLikeIT,mobile,1,0,0,0,,USA,SF Bay,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
5437,ticket truck,ecommerce,1,0,0,0,,USA,SF Bay,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,2008
5438,Blue Frog Gaming,software,1,0,0,0,,USA,Akron,2007,2010,2,1249990,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2007
5439,eVisioner,enterprise,0,1,0,0,,USA,Boston,,,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
5440,TellApart,analytics,1,0,0,0,,USA,SF Bay,2009,2011,3,17750000,3,0,1,0,0,1,6,2,0,1,1,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2009
5441,Integrien,enterprise,0,1,0,0,,USA,Los Angeles,2005,2010,3,24510540,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
5442,Application Security,software,0,1,0,0,,USA,New York,2006,2006,1,10000000,3,3,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,2001
5443,Everypoint,software,1,0,0,0,,USA,Boston,2005,2006,2,14000000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
5444,LignUp,software,1,0,0,0,,USA,SF Bay,2005,2006,2,15700000,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2004
5445,MyDatingTree,social,0,0,0,1,2011,USA,Atlanta,2010,2010,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
5446,Twisted Pair Solutions,software,1,0,0,0,,USA,Seattle,2006,2006,1,9000000,2,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,1,0,0,0,1999
5447,b-pack,software,1,0,0,0,,USA,Atlanta,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2000
5448,Snacksquare,advertising,0,0,0,1,2011,USA,Santa Barbara,2010,2010,1,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
5449,Azullo,advertising,1,0,0,0,,GBR,Lancaster,2011,2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
5450,Moskeedo,web,1,0,0,0,,USA,Pensacola,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
5451,Roundscapes,software,1,0,0,0,,USA,Sacramento,2011,2011,1,500000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2008
5452,BBS Technologies,software,1,0,0,0,,USA,Houston,2006,2006,1,8000000,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000
5453,Aligo,software,1,0,0,0,,USA,SF Bay,2006,2006,1,7920000,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1999
5454,skedge.me,software,1,0,0,0,,USA,New York,2012,2012,1,1600000,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
5455,polurls,web,1,0,0,0,,USA,Boston,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
5456,Qubrit,web,1,0,0,0,,GBR,London,2010,2010,1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
5457,College Classifieds,web,0,1,0,0,,USA,Atlanta,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
5458,YLighting,NULL,1,0,0,0,,USA,SF Bay,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2001
5459,Pear (formerly Apparel Media Group),advertising,1,0,0,0,,USA,Chicago,2009,2012,3,1815000,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2009
5460,Double Verify,advertising,1,0,0,0,,USA,New York - Other,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,2008
5461,crÄv,web,1,0,0,0,,USA,Fayetteville,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
5462,GovernmentAuctions.org,web,1,0,0,0,,USA,New York,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
